Sales,Discount,Profit,Order_ID,Product_ID
77.88,0,3.8940,CA-2019-101343,OFF-ST-10003479
95.616,0.2,9.5616,CA-2020-139619,OFF-ST-10003282
45.98,0,19.7714,CA-2019-118255,TEC-AC-10000171
17.46,0,8.2062,CA-2019-118255,OFF-BI-10003291
211.96,0,8.4784,CA-2017-146703,OFF-ST-10001713
45,0,4.9500,CA-2019-169194,TEC-AC-10002167
21.8,0,6.1040,CA-2019-169194,TEC-PH-10003988
38.22,0,17.9634,CA-2018-115742,OFF-BI-10004410
75.18,0,35.3346,CA-2018-115742,OFF-LA-10002762
6.16,0,2.9568,CA-2018-115742,FUR-FU-10001706
89.99,0,17.0981,CA-2018-115742,FUR-CH-10003061
15.26,0,6.2566,CA-2019-105816,OFF-FA-10000304
1029.95,0,298.6855,CA-2019-105816,TEC-PH-10002447
208.56,0,52.1400,CA-2019-111682,OFF-ST-10000604
32.4,0,15.5520,CA-2019-111682,OFF-PA-10001569
319.41,0.1,7.0980,CA-2019-111682,FUR-CH-10003968
14.56,0,6.9888,CA-2019-111682,OFF-PA-10000587
30,0,3.3000,CA-2019-111682,TEC-AC-10002167
48.48,0.2,16.3620,CA-2019-111682,OFF-BI-10001460
1.68,0,0.8400,CA-2019-111682,OFF-AR-10001868
13.98,0,6.1512,CA-2018-135545,TEC-AC-10004633
25.824,0.2,9.3612,CA-2018-135545,OFF-BI-10001078
146.73,0,68.9631,CA-2018-135545,OFF-PA-10003892
79.76,0,22.3328,CA-2018-135545,FUR-FU-10000397
213.115,0.3,-15.2225,US-2018-164175,FUR-CH-10001146
1113.02,0.2,111.3024,CA-2017-106376,OFF-AR-10002671
167.968,0.2,62.9880,CA-2017-106376,TEC-PH-10002726
75.88,0,35.6636,CA-2019-119823,OFF-PA-10000482
4.616,0.2,1.7310,CA-2019-106075,OFF-BI-10004654
19.05,0,8.7630,CA-2020-114440,OFF-PA-10004675
831.936,0.2,-114.3912,US-2018-134026,FUR-CH-10000513
97.04,0.2,1.2130,US-2018-134026,FUR-FU-10003708
72.784,0.2,-18.1960,US-2018-134026,OFF-ST-10004123
1.248,0.8,-1.9344,US-2020-118038,OFF-BI-10004182
9.708,0.6,-5.8248,US-2020-118038,FUR-FU-10000260
27.24,0.2,2.7240,US-2020-118038,OFF-ST-10000615
19.3,0.6,-14.4750,US-2017-147606,FUR-FU-10003194
208.16,0,56.2032,CA-2019-127208,OFF-AP-10002118
16.74,0,8.0352,CA-2019-127208,OFF-BI-10002309
14.9,0,4.1720,CA-2017-139451,OFF-AR-10002053
21.39,0,6.2031,CA-2017-139451,OFF-ST-10002370
200.984,0.2,62.8075,CA-2018-149734,OFF-EN-10000927
230.376,0.2,-48.9549,US-2020-119662,OFF-ST-10003656
301.96,0,33.2156,CA-2020-140088,FUR-CH-10000863
19.99,0,6.7966,CA-2020-155558,TEC-AC-10001998
6.16,0,2.9568,CA-2020-155558,OFF-LA-10000134
158.368,0.2,13.8572,CA-2019-159695,OFF-ST-10003442
20.1,0,6.6330,CA-2019-109806,OFF-AR-10004930
73.584,0.2,8.2782,CA-2019-109806,TEC-PH-10004093
6.48,0,3.1104,CA-2019-109806,OFF-PA-10000304
12.96,0,6.2208,CA-2018-149587,OFF-PA-10003177
53.34,0,16.5354,CA-2018-149587,FUR-FU-10003799
32.96,0,16.1504,CA-2018-149587,OFF-BI-10002852
5.682,0.7,-3.7880,US-2020-109484,OFF-BI-10004738
96.53,0,40.5426,CA-2020-161018,FUR-FU-10000629
51.312,0.2,17.9592,CA-2020-157833,OFF-BI-10001721
77.88,0,22.5852,CA-2019-149223,OFF-AP-10000358
64.624,0.2,22.6184,CA-2019-158568,OFF-PA-10003256
95.976,0.2,-10.7973,CA-2019-158568,TEC-AC-10001767
1.788,0.8,-3.0396,CA-2019-158568,OFF-BI-10002609
23.92,0,11.7208,CA-2019-129903,OFF-PA-10004040
238.896,0.2,-26.8758,US-2018-156867,TEC-AC-10001552
102.36,0.2,-3.8385,US-2018-156867,FUR-FU-10004006
36.882,0.7,-25.8174,US-2018-156867,OFF-BI-10002794
74.112,0.2,17.6016,CA-2020-119004,TEC-AC-10003499
27.992,0.2,2.0994,CA-2020-119004,TEC-PH-10002844
3.304,0.2,1.0738,CA-2020-119004,OFF-AR-10000390
339.96,0.2,67.9920,CA-2018-129476,TEC-AC-10000844
41.96,0,10.9096,CA-2020-146780,FUR-FU-10001934
75.96,0,22.7880,CA-2019-128867,OFF-AR-10000380
27.24,0,13.3476,CA-2019-128867,OFF-BI-10003981
40.096,0.2,14.5348,CA-2017-115259,OFF-FA-10000621
4.72,0.2,1.6520,CA-2017-115259,OFF-EN-10002600
23.976,0.2,7.4925,CA-2017-115259,OFF-PA-10004965
130.464,0.2,44.0316,CA-2017-115259,OFF-EN-10002504
787.53,0,165.3813,CA-2018-110457,FUR-TA-10001768
157.794,0.7,-115.7156,US-2018-136476,OFF-BI-10003650
47.04,0,18.3456,CA-2019-103730,FUR-FU-10002157
30.84,0,13.8780,CA-2019-103730,OFF-BI-10003910
226.56,0,63.4368,CA-2019-103730,OFF-ST-10000777
115.02,0,51.7590,CA-2019-103730,OFF-EN-10002500
68.04,0,19.7316,CA-2019-103730,TEC-PH-10003875
600.558,0.3,-8.5794,US-2017-152030,FUR-CH-10004063
617.7,0.5,-407.6820,US-2017-134614,FUR-TA-10004534
2.388,0.7,-1.8308,US-2020-107272,OFF-BI-10003274
243.992,0.2,30.4990,US-2020-107272,OFF-ST-10002974
81.424,0.2,-9.1602,US-2019-125969,FUR-CH-10001146
238.56,0,26.2416,US-2019-125969,FUR-FU-10003773
59.97,0.4,-11.9940,US-2020-164147,TEC-PH-10002293
78.304,0.2,29.3640,US-2020-164147,OFF-PA-10002377
21.456,0.2,6.9732,US-2020-164147,OFF-FA-10002780
20.04,0,9.6192,CA-2019-145583,OFF-PA-10001804
35.44,0,16.6568,CA-2019-145583,OFF-PA-10001736
11.52,0,3.4560,CA-2019-145583,OFF-AR-10001149
4.02,0,1.9698,CA-2019-145583,OFF-FA-10002988
76.176,0.2,26.6616,CA-2019-145583,OFF-BI-10004781
65.88,0,18.4464,CA-2019-145583,OFF-SU-10001218
43.12,0,20.6976,CA-2019-145583,FUR-FU-10001706
82.8,0.2,10.3500,CA-2019-110366,FUR-FU-10004848
8.82,0,2.3814,CA-2020-106180,OFF-AR-10000940
10.86,0,5.1042,CA-2020-106180,OFF-EN-10004030
143.7,0,68.9760,CA-2020-106180,OFF-PA-10004327
839.43,0,218.2518,CA-2020-155376,OFF-AP-10001058
671.93,0,20.1579,CA-2018-110744,OFF-ST-10003656
93.888,0.2,12.9096,CA-2017-110072,FUR-FU-10000521
384.45,0,103.8015,CA-2019-114489,TEC-PH-10000215
149.97,0,5.9988,CA-2019-114489,TEC-PH-10001448
1951.84,0,585.5520,CA-2019-114489,FUR-CH-10000454
171.55,0,80.6285,CA-2019-114489,OFF-BI-10002735
157.92,0.2,17.7660,CA-2019-158834,OFF-AP-10000326
203.184,0.2,15.2388,CA-2019-158834,TEC-PH-10001254
58.38,0,26.2710,CA-2018-124919,OFF-PA-10001950
105.52,0,48.5392,CA-2018-124919,OFF-PA-10002254
80.88,0,21.0288,CA-2018-124919,OFF-ST-10001590
6.63,0,1.7901,CA-2018-118948,OFF-AR-10001547
457.568,0.2,51.4764,CA-2017-104269,FUR-CH-10004063
14.62,0,6.8714,CA-2019-114104,OFF-LA-10002475
944.93,0,236.2325,CA-2019-114104,TEC-PH-10004536
5.98,0,2.6910,CA-2019-162733,OFF-PA-10002751
54.384,0.2,1.3596,CA-2018-119697,TEC-AC-10003657
28.4,0,13.3480,CA-2019-154508,OFF-EN-10001990
27.68,0.2,9.6880,CA-2019-113817,OFF-BI-10004002
9.936,0.2,2.7324,CA-2017-139892,OFF-AR-10004441
8159.95,0.4,-1359.9920,CA-2017-139892,TEC-MA-10000822
275.928,0.2,-58.6347,CA-2017-139892,OFF-ST-10000991
1740.06,0.3,-24.8580,CA-2017-139892,FUR-CH-10004287
32.064,0.2,6.8136,CA-2017-139892,OFF-AR-10002656
177.98,0.8,-453.8490,CA-2017-139892,OFF-AP-10002518
143.976,0.2,8.9985,CA-2017-139892,TEC-PH-10003931
20.94,0,9.8418,CA-2017-118962,OFF-PA-10000659
110.96,0,53.2608,CA-2017-118962,OFF-PA-10001144
340.144,0.2,21.2590,CA-2017-118962,FUR-CH-10003817
52.448,0.8,-131.1200,US-2017-100853,OFF-AP-10000891
20.16,0.2,6.5520,US-2017-100853,OFF-LA-10003148
97.264,0.8,-243.1600,US-2020-152366,OFF-AP-10002684
396.802,0.3,-11.3372,US-2018-101511,FUR-CH-10004698
15.88,0.2,-3.7715,US-2018-101511,OFF-SU-10002189
3.28,0,1.4104,CA-2018-137225,OFF-AR-10001940
24.816,0.2,1.8612,CA-2017-166191,OFF-ST-10003455
408.744,0.2,76.6395,CA-2017-166191,TEC-AC-10004659
503.96,0,131.0296,CA-2017-158274,TEC-PH-10003273
149.95,0,41.9860,CA-2017-158274,TEC-PH-10004896
29,0,7.2500,CA-2017-158274,TEC-AC-10002345
7.16,0,3.4368,CA-2019-105018,OFF-BI-10001890
176.8,0,22.9840,CA-2017-123260,TEC-AC-10002323
37.224,0.2,3.7224,CA-2019-157000,OFF-ST-10001328
20.016,0.2,6.2550,CA-2019-157000,OFF-PA-10001950
899.136,0.2,112.3920,CA-2018-102281,FUR-BO-10002613
71.76,0,20.0928,CA-2018-102281,TEC-PH-10001552
51.84,0,24.8832,CA-2018-102281,OFF-PA-10000061
626.352,0.2,46.9764,CA-2018-102281,FUR-BO-10002545
19.9,0,6.5670,CA-2018-102281,OFF-AR-10003514
14.28,0,6.7116,CA-2018-131457,OFF-EN-10001509
7.408,0.2,1.2038,CA-2017-140004,OFF-AR-10004685
6.048,0.2,1.5876,CA-2017-140004,OFF-AR-10004027
46.26,0,12.0276,CA-2020-107720,OFF-ST-10001414
2.946,0.7,-2.2586,US-2020-124303,OFF-BI-10000343
16.056,0.2,5.8203,US-2020-124303,OFF-PA-10002749
21.744,0.2,6.7950,CA-2020-105074,OFF-PA-10002666
218.75,0.5,-161.8750,CA-2017-133690,FUR-TA-10004289
2.6,0.2,0.2925,CA-2017-133690,OFF-AP-10003622
66.284,0.8,-178.9668,US-2020-116701,OFF-AP-10003217
35.168,0.2,9.6712,CA-2020-126382,FUR-FU-10002960
444.768,0.2,44.4768,CA-2020-108329,TEC-PH-10001918
83.92,0,5.8744,CA-2020-135860,OFF-ST-10000642
131.98,0,35.6346,CA-2020-135860,TEC-PH-10001700
15.92,0,7.4824,CA-2020-135860,OFF-BI-10003274
52.29,0,16.2099,CA-2020-135860,OFF-FA-10000134
91.99,0,3.6796,CA-2020-135860,OFF-ST-10001522
20.8,0.2,6.5000,CA-2018-101007,TEC-AC-10001266
23.68,0.2,8.8800,CA-2018-146262,OFF-LA-10004544
452.45,0.5,-244.3230,CA-2018-146262,FUR-BO-10004695
62.982,0.4,-14.6958,CA-2018-146262,TEC-PH-10002844
1188,0.7,-950.4000,CA-2018-146262,TEC-MA-10000864
89.584,0.2,4.4792,CA-2018-146262,TEC-AC-10000109
93.06,0,26.0568,CA-2019-130162,OFF-ST-10001328
302.376,0.2,22.6782,CA-2019-130162,TEC-PH-10002563
5.584,0.2,1.8148,CA-2018-169397,OFF-FA-10000585
22.704,0.2,8.2302,CA-2018-169397,OFF-PA-10004000
19.776,0.7,-13.8432,CA-2018-169397,OFF-BI-10002852
72.704,0.2,19.0848,CA-2018-169397,FUR-FU-10000087
479.988,0.7,-383.9904,CA-2018-169397,TEC-MA-10001148
27.168,0.2,2.7168,CA-2018-169397,OFF-AR-10001958
2.2,0,0.9680,CA-2018-163055,OFF-AR-10001026
622.45,0,136.9390,CA-2018-163055,FUR-TA-10003748
21.98,0,0.2198,CA-2018-163055,OFF-ST-10002485
161.568,0.2,-28.2744,US-2018-145436,FUR-CH-10004860
389.696,0.2,43.8408,US-2018-145436,FUR-CH-10004477
18.648,0.7,-12.4320,US-2017-156216,OFF-BI-10001679
233.86,0.45,-102.0480,US-2020-100930,FUR-TA-10001705
620.615,0.45,-248.2458,US-2020-100930,FUR-TA-10003473
5.328,0.7,-3.5520,US-2020-100930,OFF-BI-10001679
258.072,0.2,0.0000,US-2020-100930,FUR-FU-10004017
617.976,0.2,-7.7247,US-2020-100930,TEC-AC-10003832
10.56,0,4.7520,CA-2020-160514,OFF-PA-10002479
25.92,0.2,9.3960,CA-2019-157749,OFF-PA-10003349
419.68,0.6,-356.7280,CA-2019-157749,FUR-FU-10000576
11.688,0.6,-4.6752,CA-2019-157749,FUR-FU-10004351
31.984,0.2,11.1944,CA-2019-157749,TEC-PH-10000011
177.225,0.5,-120.5130,CA-2019-157749,FUR-TA-10002607
4.044,0.6,-2.8308,CA-2019-157749,FUR-FU-10002505
7.408,0.2,1.2038,CA-2019-157749,OFF-AR-10004685
2001.86,0,580.5394,CA-2017-131926,FUR-CH-10004063
166.72,0,41.6800,CA-2017-131926,OFF-ST-10002276
47.88,0,23.9400,CA-2017-131926,OFF-PA-10004082
1503.25,0,496.0725,CA-2017-131926,OFF-AP-10002945
25.92,0,12.4416,CA-2017-131926,OFF-PA-10000061
321.568,0.2,28.1372,CA-2019-154739,FUR-CH-10002965
7.61,0,3.5767,CA-2019-145625,OFF-PA-10004569
3347.37,0,636.0003,CA-2019-145625,TEC-AC-10003832
80.58,0,22.5624,CA-2019-146941,OFF-ST-10001228
361.92,0,162.8640,CA-2019-146941,OFF-EN-10003296
12.132,0.6,-8.4924,US-2018-159982,FUR-FU-10002505
82.368,0.2,-19.5624,US-2018-159982,OFF-ST-10004804
53.92,0.2,4.0440,US-2018-159982,OFF-ST-10001590
647.904,0.2,56.6916,US-2018-159982,TEC-PH-10001580
20.37,0,6.9258,CA-2020-163139,TEC-AC-10000290
221.55,0,6.6465,CA-2020-163139,OFF-ST-10002790
17.52,0.2,6.1320,CA-2020-163139,OFF-BI-10003460
1.624,0.8,-4.4660,US-2020-155299,OFF-AP-10002203
3059.98,0.4,-509.9970,US-2017-106992,TEC-MA-10000822
2519.96,0.4,-251.9958,US-2017-106992,TEC-MA-10003353
328.224,0.2,28.7196,CA-2019-125318,TEC-PH-10001433
79.9,0,35.1560,CA-2018-155040,TEC-AC-10004469
14.016,0.2,4.7304,CA-2020-136826,OFF-AR-10003602
7.56,0,0.3024,CA-2019-111010,OFF-FA-10003472
37.208,0.2,-7.4416,US-2020-145366,OFF-ST-10004180
57.576,0.2,21.5910,US-2020-145366,OFF-EN-10004386
725.84,0,210.4936,CA-2020-163979,OFF-ST-10003208
209.93,0,92.3692,CA-2018-155334,TEC-AC-10003628
5.28,0,2.3232,CA-2018-155334,FUR-FU-10003274
10.92,0.2,4.0950,CA-2018-155334,OFF-BI-10002557
8.82,0,4.0572,CA-2020-118136,OFF-PA-10002615
5.98,0,1.5548,CA-2020-118136,OFF-AR-10001427
11.648,0.2,4.0768,CA-2020-132976,OFF-PA-10000673
18.176,0.2,5.9072,CA-2020-132976,OFF-PA-10004470
59.712,0.2,5.9712,CA-2020-132976,OFF-ST-10000876
24.84,0.2,8.6940,CA-2020-132976,OFF-LA-10002043
2.08,0.8,-3.4320,US-2018-161991,OFF-BI-10004967
1114.4,0.2,376.1100,US-2018-161991,TEC-PH-10001760
1038.84,0.2,51.9420,CA-2018-130890,FUR-TA-10002903
141.76,0.2,47.8440,CA-2018-130883,OFF-PA-10000474
239.8,0.2,47.9600,CA-2018-130883,TEC-AC-10001956
31.104,0.2,10.8864,CA-2018-130883,OFF-PA-10004100
254.058,0.7,-169.3720,CA-2019-112697,OFF-BI-10000778
194.528,0.2,24.3160,CA-2019-112697,OFF-AP-10002684
961.48,0.2,-204.3145,CA-2019-112697,OFF-SU-10000646
19.096,0.2,6.6836,CA-2019-110772,OFF-FA-10002983
18.496,0.2,6.2424,CA-2019-110772,OFF-LA-10004689
255.984,0.2,54.3966,CA-2019-110772,TEC-AC-10002001
86.97,0.5,-48.7032,CA-2019-110772,FUR-BO-10004709
300.416,0.2,78.8592,CA-2017-111451,FUR-FU-10004091
230.352,0.2,20.1558,CA-2017-111451,FUR-CH-10001891
218.352,0.2,-24.5646,CA-2017-111451,FUR-FU-10002918
78.6,0.7,-62.8800,CA-2017-111451,OFF-BI-10004593
27.552,0.2,9.2988,CA-2017-111451,OFF-FA-10004854
32.4,0,15.5520,CA-2019-142545,OFF-PA-10002105
1082.48,0,10.8248,CA-2019-142545,OFF-ST-10002756
56.91,0,27.3168,CA-2019-142545,OFF-PA-10004243
77.6,0,38.0240,CA-2019-142545,FUR-FU-10001861
14.28,0,6.5688,CA-2019-142545,OFF-BI-10002706
219.075,0.5,-131.4450,US-2020-152380,FUR-TA-10002533
26.8,0,12.8640,CA-2018-144253,FUR-FU-10002671
9.84,0,2.8536,CA-2017-130960,OFF-AR-10003651
45.48,0,20.9208,CA-2017-111003,OFF-BI-10001072
289.2,0,83.8680,CA-2017-111003,OFF-AR-10002135
4.89,0,2.0049,CA-2020-126774,OFF-AR-10002804
15.136,0.2,3.5948,CA-2019-142902,FUR-FU-10001918
466.768,0.2,52.5114,CA-2019-142902,FUR-CH-10004086
15.232,0.2,1.7136,CA-2019-142902,FUR-FU-10001756
6.264,0.2,2.0358,CA-2019-142902,OFF-LA-10000634
87.54,0,37.6422,CA-2017-120887,FUR-FU-10001588
178.384,0.2,22.2980,CA-2017-167850,TEC-PH-10002398
15.552,0.2,5.4432,CA-2017-167850,OFF-PA-10001937
99.136,0.2,8.6744,CA-2017-164259,OFF-AR-10003373
135.882,0.1,24.1568,CA-2017-164973,FUR-CH-10002602
3991.98,0,1995.9900,CA-2017-164973,TEC-MA-10002927
275.94,0,80.0226,CA-2017-164973,TEC-PH-10004093
360,0,129.6000,CA-2017-164973,TEC-AC-10000892
43.57,0,13.0710,CA-2017-164973,OFF-ST-10002974
7.16,0,3.5800,CA-2017-156601,OFF-FA-10000624
251.52,0.2,81.7440,CA-2019-162138,OFF-BI-10004593
99.99,0,34.9965,CA-2019-162138,TEC-AC-10001908
15.992,0.2,0.9995,CA-2020-153339,FUR-FU-10001967
290.898,0.4,-67.8762,US-2019-141544,TEC-PH-10003645
54.224,0.2,3.3890,US-2019-141544,OFF-ST-10000675
786.744,0.3,-258.5016,US-2019-141544,FUR-CH-10003312
100.24,0.2,33.8310,US-2019-141544,OFF-LA-10001074
37.764,0.7,-27.6936,US-2019-141544,OFF-BI-10001524
82.8,0.4,-20.7000,US-2019-150147,TEC-PH-10004614
20.724,0.7,-13.8160,US-2019-150147,OFF-BI-10001153
4.896,0.7,-3.4272,US-2019-150147,OFF-BI-10001982
4.752,0.2,1.6038,CA-2018-137946,OFF-BI-10001922
959.984,0.2,335.9944,CA-2018-137946,TEC-CO-10001449
14.368,0.2,4.4900,CA-2018-137946,OFF-BI-10004140
7.712,0.2,2.7956,CA-2017-129924,OFF-BI-10003314
698.352,0.2,-17.4588,CA-2017-129924,FUR-TA-10004575
4.96,0,2.3312,CA-2018-128167,OFF-FA-10000490
17.856,0.2,1.1160,CA-2017-122336,OFF-AR-10000122
509.97,0.7,-407.9760,CA-2017-122336,OFF-BI-10003656
30.992,0.2,10.0724,CA-2017-122336,OFF-FA-10002780
71.928,0.4,8.3916,CA-2017-122336,TEC-PH-10000702
88.8,0.2,-2.2200,US-2018-120712,OFF-ST-10000107
47.976,0.2,4.7976,CA-2020-169901,TEC-PH-10002293
7.56,0,3.0996,CA-2020-134306,OFF-AR-10004027
24.56,0,11.5432,CA-2020-134306,OFF-PA-10000249
12.96,0,4.1472,CA-2020-134306,OFF-AR-10001374
6.79,0,2.3086,CA-2019-129714,TEC-AC-10000290
24.56,0,11.5432,CA-2019-129714,OFF-PA-10001970
3.048,0.2,1.0668,CA-2019-129714,OFF-BI-10002160
49.12,0,23.0864,CA-2019-129714,OFF-PA-10001970
4355.17,0.2,1415.4296,CA-2019-129714,OFF-BI-10004995
388.704,0.2,-4.8588,CA-2019-138520,FUR-BO-10002268
8.26,0,3.7996,CA-2019-138520,OFF-EN-10001137
17.04,0,6.9864,CA-2019-138520,OFF-AR-10002399
34.4,0,15.8240,CA-2019-138520,OFF-PA-10002713
36.24,0.2,11.3250,CA-2019-130001,OFF-PA-10002666
647.84,0,168.4384,CA-2020-155698,OFF-AP-10001124
20.7,0,9.9360,CA-2020-155698,OFF-LA-10001158
20.7,0,9.9360,CA-2020-144904,OFF-LA-10001158
488.646,0.1,86.8704,CA-2020-144904,FUR-CH-10000785
5.56,0,1.4456,CA-2020-144904,OFF-AR-10003732
47.12,0,20.7328,CA-2020-144904,FUR-FU-10000023
211.96,0,8.4784,CA-2017-123344,OFF-ST-10001713
23.2,0,10.4400,CA-2019-155516,OFF-BI-10002412
7.36,0,0.1472,CA-2019-155516,OFF-SU-10001225
104.79,0,29.3412,CA-2019-155516,OFF-ST-10002406
1043.92,0,271.4192,CA-2019-155516,FUR-BO-10002545
25.92,0.2,9.3960,CA-2020-104745,OFF-PA-10002036
53.424,0.2,4.6746,CA-2020-104745,OFF-ST-10002205
8.16,0.7,-5.7120,US-2017-119137,OFF-BI-10001982
1023.94,0.2,179.1888,US-2017-119137,TEC-AC-10003911
9.24,0.2,0.9240,US-2017-119137,OFF-AR-10000658
479.04,0.2,-29.9400,US-2017-119137,TEC-AC-10002076
99.136,0.2,30.9800,US-2019-134656,OFF-PA-10003039
1488.42,0.3,-297.6848,US-2020-134481,FUR-TA-10004915
8.652,0.8,-20.3322,CA-2018-130792,OFF-AP-10000696
23.832,0.2,2.6811,CA-2018-130792,OFF-ST-10003327
12.176,0.8,-18.8728,CA-2018-130792,OFF-BI-10000309
50.96,0,25.4800,CA-2019-134775,OFF-PA-10004734
49.536,0.2,17.3376,CA-2019-134775,OFF-BI-10002225
41.9,0,8.7990,CA-2018-125395,TEC-AC-10004708
375.457,0.45,-157.0095,US-2018-168935,FUR-TA-10000617
83.976,0.2,-1.0497,US-2018-168935,TEC-AC-10002335
482.34,0.7,-337.6380,CA-2018-122756,TEC-MA-10001681
2.96,0.2,0.7770,CA-2018-122756,FUR-FU-10001935
2.624,0.2,0.4264,CA-2017-115973,OFF-AR-10004757
23.36,0.2,7.8840,CA-2020-101798,OFF-BI-10000050
39.98,0,13.5932,CA-2020-101798,TEC-AC-10001998
246.384,0.2,27.7182,US-2017-135972,TEC-PH-10003012
1799.97,0,701.9883,US-2017-135972,TEC-CO-10002313
12.462,0.8,-20.5623,US-2017-134971,OFF-BI-10003982
75.792,0.2,25.5798,CA-2020-102946,OFF-BI-10004492
49.96,0,9.4924,CA-2020-165603,OFF-ST-10000798
12.96,0,6.2208,CA-2020-165603,OFF-PA-10002552
70.12,0,21.0360,CA-2018-122259,OFF-SU-10002573
35.952,0.2,3.5952,CA-2019-108987,OFF-ST-10001580
2396.27,0.32,-317.1528,CA-2019-108987,FUR-BO-10004834
131.136,0.2,-32.7840,CA-2019-108987,OFF-ST-10000934
57.584,0.2,0.7198,CA-2019-108987,TEC-AC-10000158
9.568,0.2,3.4684,CA-2017-113166,OFF-PA-10001947
39.072,0.2,9.7680,CA-2017-155208,OFF-AR-10003478
35.91,0,9.6957,CA-2020-117933,OFF-AP-10004249
179.95,0,37.7895,CA-2020-117457,TEC-AC-10000158
1199.98,0.2,434.9913,CA-2020-117457,TEC-CO-10004115
27.15,0,13.3035,CA-2020-117457,OFF-PA-10003724
1004.02,0.2,-112.9527,CA-2020-117457,FUR-TA-10002041
9.68,0,4.6464,CA-2020-117457,OFF-PA-10002893
28.35,0,13.6080,CA-2020-117457,OFF-LA-10003766
55.98,0,27.4302,CA-2020-117457,OFF-PA-10001970
1336.83,0.15,31.4548,CA-2020-117457,FUR-BO-10001972
113.568,0.2,-18.4548,CA-2020-117457,FUR-CH-10003956
139.86,0,65.7342,CA-2020-142636,OFF-PA-10000157
307.136,0.2,26.8744,CA-2020-142636,FUR-CH-10001891
95.92,0,25.8984,CA-2020-122105,OFF-AR-10004344
383.8,0.2,38.3800,CA-2019-148796,FUR-CH-10004886
5.78,0,2.8322,CA-2020-154816,OFF-PA-10003845
9.32,0,2.7028,CA-2020-110478,OFF-AR-10001573
15.25,0,7.0150,CA-2020-110478,OFF-EN-10000483
196.752,0.2,56.5662,CA-2017-142048,TEC-AC-10004114
56.56,0,14.7056,CA-2020-125388,FUR-FU-10004712
32.7,0,8.5020,CA-2020-125388,OFF-ST-10000918
866.4,0,225.2640,CA-2020-155705,FUR-CH-10000015
28.4,0,11.0760,CA-2020-149160,FUR-FU-10003347
287.92,0,138.2016,CA-2020-149160,OFF-BI-10001543
69.99,0,30.0957,CA-2017-101476,TEC-MA-10000029
6.672,0.2,0.5004,CA-2020-152275,OFF-AR-10000369
189.588,0.7,-145.3508,US-2019-123750,OFF-BI-10004584
408.744,0.2,76.6395,US-2019-123750,TEC-AC-10004659
291.96,0.2,54.7425,US-2019-123750,TEC-AC-10004659
4.768,0.2,-0.7748,US-2019-123750,OFF-ST-10000617
